Especie,Breed,Age (Years),Weight (kg),Gender
Gato,Ocicat,6,6.3,Male
Gato,Sphynx,7,4.3,Female
Gato,Siberian,12,8.3,Male
Gato,Oriental,12,4.2,Male
Gato,Bengal,18,6.3,Male
Gato,Tonkinese,19,2.7,Female
Gato,Siberian,6,6.5,Female
Gato,Chartreux,18,5.5,Female
Gato,Ocicat,9,4.9,Male
Gato,Himalayan,18,4.6,Female
Gato,Ragdoll,11,8.8,Male
Gato,Siberian,8,6.5,Male
Gato,Egyptian Mau,12,4.0,Female
Gato,Singapura,15,3.4,Male
Gato,Birman,1,5.4,Male
Gato,Manx,2,4.4,Male
Gato,Chartreux,2,5.3,Male
Gato,Siberian,5,6.3,Female
Gato,Sphynx,13,4.2,Male
Gato,Tonkinese,9,4.2,Male
Gato,Devon Rex,19,3.2,Male
Gato,Manx,13,4.4,Male
Gato,Turkish Angora,4,4.3,Male
Gato,Cornish Rex,11,4.0,Male
Gato,Sphynx,8,4.1,Female
Gato,Maine Coon,15,10.1,Male
Gato,Sphynx,9,4.5,Male
Gato,British Shorthair,15,6.1,Male
Gato,Russian Blue,4,3.9,Male
Gato,Singapura,4,2.2,Female
Gato,Scottish Fold,18,3.6,Female
Gato,Ocicat,13,3.9,Female
Gato,Tonkinese,14,3.6,Male
Gato,Turkish Angora,8,2.8,Female
Gato,Birman,16,5.0,Male
Gato,Abyssinian,15,4.5,Male
Gato,Siberian,8,7.0,Female
Gato,Sphynx,11,5.2,Male
Gato,Norwegian Forest,14,7.6,Male
Gato,Ocicat,19,5.0,Male
Gato,Scottish Fold,2,4.1,Female
Gato,Ragdoll,12,6.3,Male
Gato,Scottish Fold,19,4.9,Male
Gato,American Shorthair,15,5.6,Male
Gato,Manx,6,4.1,Female
Gato,Ocicat,9,5.4,Male
Gato,Manx,19,4.4,Female
Gato,Ragdoll,3,7.0,Female
Gato,Exotic Shorthair,12,6.0,Male
Gato,Turkish Angora,13,3.5,Female
Gato,American Shorthair,12,4.7,Female
Gato,Sphynx,9,3.1,Female
Gato,Singapura,5,3.2,Male
Gato,Himalayan,13,5.1,Male
Gato,Sphynx,18,3.4,Female
Gato,Burmese,11,3.6,Female
Gato,Ragdoll,17,8.8,Male
Gato,Sphynx,11,4.0,Female
Gato,Birman,12,3.8,Female
Gato,Bengal,3,6.1,Male
Gato,Singapura,11,2.4,Female
Gato,Himalayan,13,3.9,Female
Gato,Cornish Rex,18,2.9,Female
Gato,Burmese,8,4.9,Male
Gato,Maine Coon,17,7.4,Female
Gato,American Shorthair,11,4.8,Male
Gato,Maine Coon,3,10.1,Male
Gato,Turkish Angora,16,3.0,Female
Gato,Himalayan,12,4.3,Female
Gato,Abyssinian,15,3.8,Female
Gato,Chartreux,10,4.7,Female
Gato,Savannah,4,7.4,Female
Gato,Turkish Angora,17,4.9,Male
Gato,Devon Rex,1,3.2,Female
Gato,Balinese,14,3.7,Female
Gato,Maine Coon,7,9.8,Male
Gato,Himalayan,5,3.5,Female
Gato,Exotic Shorthair,4,5.1,Male
Gato,Russian Blue,18,3.7,Female
Gato,Tonkinese,17,4.1,Male
Gato,Turkish Angora,8,4.0,Male
Gato,Tonkinese,12,4.3,Male
Gato,Persian,3,4.4,Female
Gato,Siamese,9,2.9,Female
Gato,Egyptian Mau,9,4.6,Female
Gato,Cornish Rex,7,3.8,Male
Gato,Munchkin,2,3.7,Male
Gato,Manx,5,4.3,Male
Gato,Turkish Angora,12,4.1,Male
Gato,American Shorthair,6,4.8,Male
Gato,Savannah,8,9.7,Male
Gato,Balinese,11,3.1,Female
Gato,Oriental,10,4.9,Male
Gato,Turkish Angora,19,3.9,Male
Gato,Persian,6,4.3,Female
Gato,Russian Blue,14,3.4,Female
Gato,Tonkinese,16,3.7,Female
Gato,Oriental,13,3.3,Female
Gato,American Shorthair,12,4.3,Female
Gato,Bengal,1,4.0,Female
Gato,Abyssinian,15,3.8,Male
Gato,Ragdoll,8,4.9,Female
Gato,Devon Rex,1,3.8,Female
Gato,Russian Blue,2,4.5,Male
Gato,Sphynx,16,3.9,Male
Gato,Balinese,14,4.0,Female
Gato,Siberian,12,5.8,Male
Gato,Devon Rex,16,3.7,Male
Gato,Siberian,5,6.3,Female
Gato,American Shorthair,11,6.8,Male
Gato,Egyptian Mau,8,5.4,Male
Gato,Himalayan,11,3.9,Female
Gato,Abyssinian,12,4.3,Female
Gato,Singapura,1,2.0,Female
Gato,Himalayan,18,4.9,Female
Gato,Turkish Angora,13,4.8,Male
Gato,Exotic Shorthair,12,6.4,Male
Gato,Ragdoll,16,5.2,Female
Gato,Scottish Fold,3,4.3,Male
Gato,Balinese,3,4.5,Male
Gato,Scottish Fold,11,5.1,Male
Gato,Maine Coon,5,6.7,Female
Gato,Cornish Rex,5,3.7,Female
Gato,Balinese,13,4.4,Male
Gato,Devon Rex,18,3.6,Male
Gato,Scottish Fold,17,4.8,Male
Gato,American Shorthair,16,5.0,Male
Gato,Munchkin,7,2.7,Female
Gato,Singapura,7,2.7,Male
Gato,Cornish Rex,17,4.3,Male
Gato,Balinese,10,3.6,Female
Gato,Devon Rex,14,3.9,Male
Gato,Siamese,10,4.0,Male
Gato,British Shorthair,3,7.1,Male
Gato,Oriental,10,4.7,Male
Gato,Siamese,15,3.9,Female
Gato,Balinese,5,4.3,Male
Gato,Russian Blue,1,4.3,Female
Gato,Oriental,11,4.2,Male
Gato,Manx,14,4.1,Female
Gato,Munchkin,12,3.9,Male
Gato,Chartreux,3,4.0,Female
Gato,Bengal,6,5.6,Male
Gato,Singapura,8,2.8,Male
Gato,Bengal,18,5.9,Male
Gato,Oriental,4,4.3,Male
Gato,Scottish Fold,16,5.3,Male
Gato,Russian Blue,3,3.7,Female
Gato,Birman,17,3.4,Female
Gato,Maine Coon,19,8.2,Female
Gato,Sphynx,19,3.6,Female
Gato,Abyssinian,11,4.9,Male
Gato,Persian,19,4.7,Male
Gato,Singapura,4,2.5,Female
Gato,Maine Coon,18,9.0,Male
Gato,Singapura,8,2.8,Female
Gato,Ragdoll,11,6.5,Male
Gato,Manx,15,5.4,Male
Gato,American Shorthair,6,4.7,Female
Gato,Burmese,12,5.2,Male
Gato,American Shorthair,11,5.9,Male
Gato,Balinese,11,3.4,Male
Gato,Munchkin,10,3.0,Female
Gato,Birman,4,4.3,Male
Gato,American Shorthair,12,4.3,Female
Gato,Manx,1,4.3,Female
Gato,Burmese,7,4.0,Female
Gato,Abyssinian,2,3.1,Female
Gato,Scottish Fold,13,3.1,Female
Gato,Ocicat,10,5.1,Male
Gato,Munchkin,12,3.2,Male
Gato,Burmese,4,5.2,Male
Gato,American Shorthair,10,5.1,Male
Gato,Ragdoll,9,8.7,Male
Gato,Russian Blue,9,3.3,Female
Gato,Egyptian Mau,10,4.2,Male
Gato,Siberian,14,8.6,Male
Gato,Tonkinese,16,3.1,Female
Gato,Persian,16,5.2,Male
Gato,Scottish Fold,5,4.9,Female
Gato,Ragdoll,2,7.3,Female
Gato,British Shorthair,6,7.3,Male
Gato,Ocicat,11,4.9,Male
Gato,Ragdoll,1,7.8,Male
Gato,Manx,7,4.8,Female
Gato,British Shorthair,4,6.5,Female
Gato,Egyptian Mau,17,3.2,Female
Gato,Siamese,4,4.0,Male
Gato,American Shorthair,7,4.2,Female
Gato,American Shorthair,10,3.8,Female
Gato,British Shorthair,6,7.2,Male
Gato,Balinese,12,3.8,Male
Gato,Savannah,18,6.3,Female
Gato,Tonkinese,12,3.7,Male
Gato,Persian,4,4.1,Female
Gato,Bengal,15,3.9,Female
Gato,Siberian,15,5.4,Female
Gato,Oriental,17,3.6,Male
Gato,Siamese,4,4.9,Male
Gato,Maine Coon,7,5.1,Female
Gato,Russian Blue,12,3.8,Female
Gato,Norwegian Forest,7,4.6,Female
Gato,Tonkinese,3,2.6,Female
Gato,Maine Coon,1,7.6,Male
Gato,Cornish Rex,2,3.3,Male
Gato,Russian Blue,5,4.1,Male
Gato,Sphynx,14,4.7,Male
Gato,British Shorthair,9,7.1,Male
Gato,Maine Coon,8,4.9,Female
Gato,Scottish Fold,18,4.9,Male
Gato,British Shorthair,9,5.5,Female
Gato,Exotic Shorthair,6,4.0,Female
Gato,British Shorthair,2,5.0,Female
Gato,British Shorthair,19,4.2,Female
Gato,British Shorthair,11,4.6,Female
Gato,Savannah,12,6.8,Female
Gato,American Shorthair,8,5.8,Female
Gato,Chartreux,11,5.6,Female
